studio,domestic_gross,foreign_gross,year,title_new
SPC,2100000.0,1500000.0,2011,incendies (u.s. only)
FoxS,3000000.0,548000.0,2011,martha marcy may marlene
Wein.,3300000.0,0.0,2011,the king's speech (pg-13)
Rela.,539000.0,2800000.0,2011,machine gun preacher
Magn.,40500.0,3200000.0,2011,the last circus
LGF,3000000.0,123000.0,2011,from prada to nada
IFC,5000.0,3100000.0,2011,flypaper
Eros,3100000.0,0.0,2011,zindagi na milegi dobara
SPC,1700000.0,1400000.0,2011,take shelter
KKM,555000.0,2500000.0,2011,the greatest miracle
Lorb.,45800.0,2900000.0,2011,rapt
LGF,161000.0,2700000.0,2011,pastorela
Gold.,1500000.0,1200000.0,2011,the double hour
RAtt.,2700000.0,0.0,2011,everything must go
Strand,60000.0,2600000.0,2011,3 (2011)
Cohen,143000.0,2400000.0,2011,oranges and sunshine
Magn.,14900.0,2300000.0,2011,ong bak 3
Kino,356000.0,1900000.0,2011,poetry
Zeit.,71200.0,2100000.0,2011,the tree
CL,47900.0,2000000.0,2011,"the butcher, the chef and the swordsman"
IFC,2000000.0,0.0,2011,the trip (2011)
Lorb.,14600.0,2000000.0,2011,armadillo
Relbig.,1800000.0,0.0,2011,bodyguard
IFC,230000.0,1600000.0,2011,brighton rock
Strand,37700.0,1800000.0,2011,a somewhat gentle man
Argo.,29300.0,1800000.0,2011,the topp twins: untouchable girls
FoxS,1300000.0,456000.0,2011,another earth
Sum.,1800000.0,0.0,2011,a better life
IFC,1700.0,1700000.0,2011,chalet girl
Eros,993000.0,600000.0,2011,yamla pagla deewana
Zeit.,1500000.0,0.0,2011,bill cunningham new york
FoxS,1400000.0,0.0,2011,the art of getting by
LGF,1400000.0,0.0,2011,the devil's double
Strand,184000.0,946000.0,2011,uncle boonmee who can recall his past lives
Gold.,1100000.0,0.0,2011,the whistleblower
SMod,1100000.0,0.0,2011,red state
Libre,7200.0,1100000.0,2011,london river
Eros,1100000.0,0.0,2011,desi boyz
Olive,19600.0,1100000.0,2011,when we leave (die fremde)
Gold.,1100000.0,0.0,2011,there be dragons
Magn.,22700.0,1000000.0,2011,vanishing on 7th street
Magn.,1100000.0,0.0,2011,page one: a year inside the new york times
IFC,32900.0,1000000.0,2011,the time that remains
Eros,987000.0,0.0,2011,rockstar (2011)
Osci.,978000.0,0.0,2011,meek's cutoff
Anch.,45500.0,912000.0,2011,texas killing fields
Eros,955000.0,0.0,2011,ready
Wein.,373000.0,527000.0,2011,miral
Wein.,468000.0,397000.0,2011,submarine
SPC,842000.0,0.0,2011,higher ground
MBox,708000.0,132000.0,2011,mozart's sister
FRun,3200.0,836000.0,2011,plastic planet
UTV,6300.0,826000.0,2011,chillar party
Eros,728000.0,0.0,2011,mausam
NGE,332000.0,382000.0,2011,the first grader
Magn.,703000.0,0.0,2011,hobo with a shotgun
IFC,697000.0,0.0,2011,tabloid
UTV,577000.0,102000.0,2011,dhobi ghat (mumbai diaries)
Relbig.,651000.0,0.0,2011,aarakshan (reservation)
SPC,638000.0,0.0,2011,pom wonderful presents: the greatest movie ever sold
UTV,441000.0,193000.0,2011,no one killed jessica
Lorb.,8200.0,619000.0,2011,korkoro
Magn.,201000.0,423000.0,2011,blackthorn
FM,8700.0,614000.0,2011,how i ended this summer
IFC,9200.0,602000.0,2011,the ledge
IFC,68700.0,520000.0,2011,heartbeats
RAtt.,569000.0,0.0,2011,the future
FoxS,564000.0,0.0,2011,dum maaro dum
Relbig.,544000.0,0.0,2011,double dhamaal
IFC,119000.0,421000.0,2011,kaboom
Yash,496000.0,0.0,2011,mere brother ki dulhan
IFC,485000.0,0.0,2011,weekend (2011)
FM,3000.0,469000.0,2011,protektor
RAtt.,454000.0,0.0,2011,circumstance
IFC,25400.0,427000.0,2011,the other woman
RAtt.,411000.0,0.0,2011,project nim
Strand,5600.0,403000.0,2011,rage (rabia)
FM,64000.0,329000.0,2011,the human resources manager
WHE,383000.0,0.0,2011,hesher
UTV,270000.0,94700.0,2011,7 khoon maaf
P4,8500.0,347000.0,2011,another happy day
Relbig.,351000.0,0.0,2011,singham
KC,312000.0,30300.0,2011,the mill and the cross
IFC,328000.0,0.0,2011,super
IFC,312000.0,0.0,2011,l'amour fou
SD,304000.0,0.0,2011,being elmo: a puppeteer's journey
FD,304000.0,0.0,2011,in the land of blood and honey
FRun,8900.0,286000.0,2011,special treatment
FM,700.0,289000.0,2011,illegal (2011)
CGld,282000.0,0.0,2011,the interrupters
Eros,274000.0,0.0,2011,rascals
IFC,274000.0,0.0,2011,the black power mix tape: 1967-1975
Magn.,22600.0,243000.0,2011,black death
Lorb.,153000.0,103000.0,2011,le quattro volte
NGE,253000.0,0.0,2011,life in a day
Lorb.,4200.0,248000.0,2011,caterpillar
FRun,1400.0,236000.0,2011,little girl (la pivellina)
AM,237000.0,0.0,2011,el bulli: cooking in progress
FM,12100.0,220000.0,2011,"if i want to whistle, i whistle"
IFC,224000.0,0.0,2011,into the abyss
Anch.,216000.0,0.0,2011,happythankyoumoreplease
Kino,83500.0,125000.0,2011,the robber
MPFT,103000.0,102000.0,2011,henry's crime
Gold.,200000.0,0.0,2011,a good old fashioned orgy
Lorb.,33000.0,159000.0,2011,film socialisme
Eros,189000.0,0.0,2011,bol
Strand,13000.0,175000.0,2011,leap year (2011)
FM,9900.0,175000.0,2011,a screaming man
Scre.,184000.0,0.0,2011,jig
Icar.,164000.0,13700.0,2011,nostalgia for the light
AGF,15800.0,161000.0,2011,anchor baby
Osci.,168000.0,0.0,2011,bellflower
SPC,163000.0,0.0,2011,restless (2011)
Mont.,40300.0,121000.0,2011,road to nowhere
Magn.,155000.0,0.0,2011,magic trip
FRun,153000.0,0.0,2011,eames: the architect and the painter
A23,151000.0,0.0,2011,revenge of the electric car
IFC,142000.0,0.0,2011,the human centipede 2: full sequence
IFC,141000.0,0.0,2011,cold weather
Eros,140000.0,0.0,2011,game (2011)
Vari.,136000.0,0.0,2011,1911
SPC,134000.0,0.0,2011,"life, above all"
Da.,130000.0,0.0,2011,tomboy (2011)
NYer,32100.0,96700.0,2011,octubre
Strand,21600.0,105000.0,2011,the arbor
MBox,111000.0,14900.0,2011,mysteries of lisbon
P4,86000.0,38600.0,2011,vidal sassoon: the movie
MNE,120000.0,0.0,2011,trust (2011)
Magn.,106000.0,0.0,2011,steve jobs: the lost interview
Magn.,100000.0,0.0,2011,rubber
Rialto,100000.0,0.0,2011,the man who fell to earth (35th anniversary re-issue)
Eros,94300.0,0.0,2011,chalo dilli
Pala.,81900.0,0.0,2011,the whale
Anch.,77200.0,0.0,2011,beautiful boy
MNE,68900.0,0.0,2011,puncture
CL,66200.0,0.0,2011,a beautiful life
Lorb.,27800.0,36200.0,2011,"tuesday, after christmas"
MBox,61800.0,0.0,2011,viva riva!
Eros,59500.0,0.0,2011,murder 2
Wein.,55100.0,0.0,2011,dirty girl
Kino,51200.0,0.0,2011,battleship potemkin (2011 re-issue)
Eros,48600.0,0.0,2011,love u mr. kalakaar
FoxS,46500.0,0.0,2011,margaret
Magn.,45200.0,0.0,2011,"happy, happy"
IFC,41000.0,0.0,2011,the myth of the american sleepover
DF,40600.0,0.0,2011,hell and back again
KL,39500.0,0.0,2011,khodorkovsky
IFC,36600.0,0.0,2011,sleeping beauty (2011) (ii)
CL,36500.0,0.0,2011,my kingdom (2011)
CL,34800.0,0.0,2011,love in space
IFC,33200.0,0.0,2011,stake land
P4,19700.0,12700.0,2011,brotherhood (2011)
Anch.,30700.0,0.0,2011,the son of no one
UTV,30100.0,0.0,2011,muran
Strand,29100.0,0.0,2011,the sleeping beauty
Strand,22300.0,0.0,2011,tyrannosaur
Magn.,22300.0,0.0,2011,ceremony
Strand,8700.0,13200.0,2011,i'm glad my mother is alive
Eros,21400.0,0.0,2011,always kabhi kabhi
Anch.,17500.0,0.0,2011,5 days of war
CGld,5700.0,5100.0,2011,aurora
CL,10700.0,0.0,2011,magic to win
IFC,8000.0,0.0,2011,wrecked
IFC,6900.0,0.0,2011,my piece of the pie
Magn.,6400.0,0.0,2011,i melt with you
KL,6300.0,0.0,2011,my joy
Strand,4000.0,900.0,2011,to die like a man
ALP,2800.0,0.0,2011,blood ties
Vita.,2600.0,0.0,2011,knuckle
Magn.,2600.0,0.0,2011,main street
IFC,1900.0,0.0,2011,"love, wedding, marriage"
IFC,1300.0,0.0,2011,an invisible sign
BV,623400000.0,895500000.0,2012,marvel's the avengers
Sony,304400000.0,804200000.0,2012,skyfall
WB,448100000.0,636800000.0,2012,the dark knight rises
WB (NL),303000000.0,718100000.0,2012,the hobbit: an unexpected journey
Fox,161300000.0,715900000.0,2012,ice age: continental drift
LG/S,292300000.0,537400000.0,2012,the twilight saga: breaking dawn part 2
Sony,262000000.0,495900000.0,2012,the amazing spider-man
P/DW,216400000.0,530500000.0,2012,madagascar 3: europe's most wanted
LGF,408000000.0,286400000.0,2012,the hunger games
Sony,179000000.0,445000000.0,2012,mib 3
Fox,125000000.0,484000000.0,2012,life of pi
Uni.,218800000.0,330600000.0,2012,ted
BV,237300000.0,303200000.0,2012,brave
BV,189400000.0,281800000.0,2012,wreck-it ralph
Uni.,148800000.0,293000000.0,2012,les miserables (2012)
Wein.,10200000.0,416400000.0,2012,the intouchables (u.s.-only)
Wein.,162800000.0,262600000.0,2012,django unchained
Fox,126500000.0,276900000.0,2012,prometheus
Uni.,155300000.0,241300000.0,2012,snow white and the huntsman
Fox,139900000.0,236300000.0,2012,taken 2
Sony,148300000.0,210100000.0,2012,hotel transylvania
Uni.,214000000.0,134800000.0,2012,dr. seuss' the lorax
Par.,57900000.0,285700000.0,2012,titanic 3d
WB (NL),103900000.0,231400000.0,2012,journey 2: the mysterious island
LGF,85000000.0,229900000.0,2012,the expendables 2
P/DW,103400000.0,203500000.0,2012,rise of the guardians
WB,83700000.0,221600000.0,2012,wrath of the titans
Uni.,65400000.0,237600000.0,2012,battleship
BV,73100000.0,211100000.0,2012,john carter
Uni.,113200000.0,162900000.0,2012,the bourne legacy
BV,182200000.0,93100000.0,2012,lincoln
WB,79700000.0,165800000.0,2012,dark shadows
SGem,42300000.0,197700000.0,2012,resident evil: retribution
Wein.,132100000.0,104300000.0,2012,silver linings playbook
Uni.,57000000.0,178000000.0,2012,american reunion
WB,136000000.0,96300000.0,2012,argo
Par.,80100000.0,138300000.0,2012,jack reacher
Uni.,126400000.0,81700000.0,2012,safe house
Sony,138400000.0,63100000.0,2012,21 jump street
Sony,58900000.0,139600000.0,2012,total recall (2012)
SGem,125000000.0,71100000.0,2012,the vow
Rela.,64900000.0,118100000.0,2012,mirror mirror
LG/S,19000000.0,161300000.0,2012,the impossible
Par.,59700000.0,119700000.0,2012,the dictator
TriS,66500000.0,110000000.0,2012,looper
WB,113700000.0,53500000.0,2012,magic mike
Par.,93800000.0,68000000.0,2012,flight
SGem,62300000.0,97800000.0,2012,underworld awakening
Fox,54800000.0,101700000.0,2012,this means war
BV,19200000.0,126400000.0,2012,the secret world of arrietty
Par.,53900000.0,88900000.0,2012,paranormal activity 4
LG/S,35100000.0,105400000.0,2012,step up revolution
FoxS,46400000.0,90400000.0,2012,the best exotic marigold hotel
Sony,95700000.0,37100000.0,2012,zero dark thirty
Sony,51800000.0,80800000.0,2012,ghost rider: spirit of vengeance
WB,27100000.0,103400000.0,2012,cloud atlas
CBS,54300000.0,73400000.0,2012,the woman in black
Fox,64599999.0,62100000.0,2012,chronicle (2012)
Sony,31100000.0,92000000.0,2012,the pirates! band of misfits
Fox,77300000.0,42500000.0,2012,parental guidance
Fox,37500000.0,79000000.0,2012,abraham lincoln: vampire hunter
Uni.,65000000.0,50300000.0,2012,pitch perfect
Sony,63500000.0,50700000.0,2012,hope springs
Focus,56000000.0,51100000.0,2012,paranorman
WB,86900000.0,18000000.0,2012,the campaign
Vari.,63000.0,104300000.0,2012,let the bullets fly
Fox,43500000.0,59300000.0,2012,star wars: episode i - the phantom menace (in 3d)
WB,54700000.0,48000000.0,2012,project x
Par.,53300000.0,48500000.0,2012,the devil inside
WB,60500000.0,38900000.0,2012,the lucky one
Uni.,66500000.0,29700000.0,2012,contraband
SGem,91500000.0,4500000.0,2012,think like a man
Uni.,67500000.0,20500000.0,2012,this is 40
WHE,36000.0,88000000.0,2012,the inbetweeners movie
LGF,49100000.0,36300000.0,2012,the possession
LGF,41200000.0,43200000.0,2012,what to expect when you're expecting
WGUSA,686000.0,82800000.0,2012,the thieves
Uni.,47400000.0,35600000.0,2012,savages (2012)
BV,35300000.0,46200000.0,2012,frankenweenie
Rela.,70000000.0,11300000.0,2012,act of valor
CJ,923000.0,79800000.0,2012,masquerade (2012)
LG/S,48100000.0,29600000.0,2012,sinister
ORF,51600000.0,25700000.0,2012,the grey
Fox,49000000.0,28100000.0,2012,diary of a wimpy kid: dog days
SPC,16700000.0,56600000.0,2012,to rome with love
Sony,45300000.0,27800000.0,2012,here comes the boom
BV,41100000.0,28200000.0,2012,finding nemo (3d)
Focus,12800000.0,56100000.0,2012,anna karenina
Fox,35400000.0,32900000.0,2012,the watch
Focus,45500000.0,22800000.0,2012,moonrise kingdom
LGF,65700000.0,1200000.0,2012,tyler perry's madea's witness protection
LGF,42100000.0,24400000.0,2012,the cabin in the woods
BV,47600000.0,14400000.0,2012,beauty and the beast (3d)
WB (NL),38500000.0,20900000.0,2012,rock of ages
Sony,36900000.0,20800000.0,2012,that's my boy
BV,51900000.0,4200000.0,2012,the odd life of timothy green
Fox,44300000.0,10500000.0,2012,the three stooges
Uni.,28800000.0,25100000.0,2012,the five-year engagement
Wein.,37400000.0,16300000.0,2012,lawless
ORF,17500000.0,34800000.0,2012,silent hill: revelation 3d
Fox,49900000.0,489000.0,2012,red tails
BV,34000000.0,16200000.0,2012,"monsters, inc. (3d)"
WB,35800000.0,13200000.0,2012,trouble with the curve
MPI,206000.0,48300000.0,2012,little white lies
ORF,41000000.0,7100000.0,2012,end of watch
LG/S,18600000.0,27600000.0,2012,man on a ledge
FD,44800000.0,0.0,2012,red dawn (2012)
Rela.,31600000.0,12700000.0,2012,house at the end of the street
Par.,37100000.0,4700000.0,2012,the guilt trip
CJ,343000.0,41300000.0,2012,a werewolf boy
LGF,17100000.0,23200000.0,2012,safe (2012)
Wein.,15000000.0,22900000.0,2012,killing them softly
WB,18100000.0,19000000.0,2012,chernobyl diaries
LGF,26400000.0,10500000.0,2012,one for the money
LGF,13400000.0,22200000.0,2012,dredd
LGF,35000000.0,553000.0,2012,tyler perry's good deeds
RAtt.,7900000.0,27600000.0,2012,arbitrage
BV,29000000.0,5900000.0,2012,chimpanzee
LG/S,25900000.0,8700000.0,2012,alex cross
CBS,9000000.0,25500000.0,2012,salmon fishing in the yemen
NeoC,35700.0,34400000.0,2012,fetih 1453: the conquest of constantinople
Par.,12500000.0,21600000.0,2012,cirque du soleil: worlds away
LG/S,17700000.0,15600000.0,2012,the perks of being a wallflower
Rela.,18900000.0,14400000.0,2012,haywire
Par.,25300000.0,7400000.0,2012,katy perry: part of me
FD,14300000.0,17900000.0,2012,lockout
WB,30900000.0,226000.0,2012,joyful noise
Sony,20300000.0,10800000.0,2012,premium rush
Rela.,16000000.0,13600000.0,2012,the raven
UTV,777000.0,28600000.0,2012,rowdy rathore
RTWC,11100.0,29100000.0,2012,dragon (2012)
FIP,1200000.0,27600000.0,2012,bol bachchan
Wein.,16399999.0,11900000.0,2012,the master
SPC,2100000.0,23700000.0,2012,rust and bone
Uni.,20200000.0,4600000.0,2012,big miracle
TriS,24400000.0,240000.0,2012,sparkle (2012)
WB,14600000.0,9100000.0,2012,to the arctic (imax)
FoxS,6000000.0,17600000.0,2012,hitchcock
P/DW,18500000.0,3600000.0,2012,a thousand words
Uni.,17500000.0,4200000.0,2012,wanderlust
FoxS,12800000.0,8300000.0,2012,beasts of the southern wild
IFC,211000.0,20200000.0,2012,polisse
SPC,6700000.0,13100000.0,2012,amour
Uni.,15600000.0,4099999.0,2012,the man with the iron fists
CBS,15000000.0,4400000.0,2012,seven psychopaths
LG/S,11700000.0,6400000.0,2012,gone
RF,13000.0,17600000.0,2012,norwegian wood
LG/S,3800000.0,13100000.0,2012,the cold light of day
CJ,70200.0,16500000.0,2012,my way (2012)
Free,4900.0,16500000.0,2012,tomorrow when the war began
IFC,548000.0,15600000.0,2012,we have a pope
Magn.,1200000.0,14500000.0,2012,headhunters
ORF,13700000.0,704000.0,2012,hit and run
Wein.,47800.0,13800000.0,2012,war of the buttons (2012)
MNE,52600.0,13500000.0,2012,red lights (2012)
CBS,11500000.0,1700000.0,2012,the words
FD,13100000.0,0.0,2012,playing for keeps
ORF,12800000.0,347000.0,2012,silent house
RAtt.,7300000.0,5800000.0,2012,friends with kids
KL,386000.0,12200000.0,2012,the well-digger's daughter
Drft.,68800.0,12400000.0,2012,klown
BV,12400000.0,0.0,2012,people like us
Anch.,412000.0,11900000.0,2012,seeking justice
RTWC,448000.0,11500000.0,2012,bachelorette
Wein.,144000.0,11600000.0,2012,this must be the place
Par.,9400000.0,2000000.0,2012,fun size
Magn.,9600.0,10100000.0,2012,rec 3: genesis
Cohen,499000.0,9200000.0,2012,delicacy
Focus,7100000.0,2600000.0,2012,seeking a friend for the end of the world
WB,4900000.0,4700000.0,2012,the apparition
ArcEnt,5700000.0,4000000.0,2012,for greater glory
SPC,1800000.0,7700000.0,2012,hysteria
MNE,9200000.0,0.0,2012,bernie
FoxS,6000000.0,3100000.0,2012,the sessions
FoxS,2500000.0,6600000.0,2012,ruby sparks
Focus,6400000.0,2500000.0,2012,hyde park on hudson
IFC,744000.0,8000000.0,2012,on the road
PalUni,256000.0,8400000.0,2012,boy (2012)
W/Dim.,377000.0,8100000.0,2012,piranha 3dd
Wein.,206000.0,8199999.0,2012,easy money (2012)
EpicPics,14400.0,8300000.0,2012,space dogs 3d
Magn.,120000.0,8199999.0,2012,bel ami
Focus,7600000.0,541000.0,2012,promised land (2012)
EOne,122000.0,8000000.0,2012,iron sky
LGF,5900000.0,2100000.0,2012,casa de mi padre
UTV,599000.0,7400000.0,2012,heroine
Magn.,1500000.0,6000000.0,2012,a royal affair
KL,43200.0,7200000.0,2012,all together
Strand,22000.0,7100000.0,2012,my worst nightmare
LD,6800000.0,0.0,2012,the collection
MBox,2000000.0,4600000.0,2012,monsieur lazhar (u.s.-only)
Magn.,4200000.0,2300000.0,2012,goon
EOne,764000.0,5300000.0,2012,cosmopolis
Fox,6000000.0,600.0,2012,chasing mavericks
IFC,59100.0,5800000.0,2012,declaration of war
Elev.,180000.0,5600000.0,2012,puella magi madoka magica the movie
RAtt.,3000000.0,2600000.0,2012,albert nobbs
SPC,1000000.0,4500000.0,2012,in darkness
Fox,5300000.0,0.0,2012,won't back down
Cohen,1600000.0,3700000.0,2012,farewell my queen
LGF,2600000.0,2000000.0,2012,girl in progress
ParV,4300000.0,148000.0,2012,"jeff, who lives at home"
AF,1000000.0,3100000.0,2012,barbara
SPC,4099999.0,0.0,2012,the raid: redemption
FD,4000000.0,0.0,2012,safety not guaranteed
ArcEnt,3400000.0,526000.0,2012,nitro circus the movie 3d
Cohen,355000.0,3400000.0,2012,the lady
RAtt.,354000.0,3400000.0,2012,branded
GK,23400.0,3700000.0,2012,the rabbi's cat
SPC,3700000.0,0.0,2012,searching for sugar man
LD,2000000.0,1700000.0,2012,killer joe
Trib.,75700.0,3400000.0,2012,hara-kiri: death of a samurai
Gold.,3300000.0,0.0,2012,robot & frank
Par.,3100000.0,0.0,2012,raiders of the lost ark (imax)
SPC,3100000.0,0.0,2012,celeste and jesse forever
Yash,3000000.0,0.0,2012,jab tak hai jaan
MNE,69100.0,2900000.0,2012,intruders
Relbig.,2900000.0,0.0,2012,talaash
UTV,2800000.0,0.0,2012,barfi!
CL,192000.0,2600000.0,2012,a simple life
Osci.,2700000.0,0.0,2012,samsara
TFA,151000.0,2400000.0,2012,simon and the oaks
Magn.,2600000.0,0.0,2012,jiro dreams of sushi
Eros,2500000.0,0.0,2012,dabangg 2
IFC,1500000.0,1000000.0,2012,kid with a bike
Magn.,2400000.0,0.0,2012,the queen of versailles
Yash,2300000.0,0.0,2012,ek tha tiger
GK,351000.0,1900000.0,2012,chico & rita
MNE,304000.0,1800000.0,2012,stolen (2012)
SPC,2000000.0,0.0,2012,footnote
IM,898000.0,1100000.0,2012,the imposter
Eros,2000000.0,0.0,2012,agneepath
FM,3500.0,2000000.0,2012,the day i saw your heart
Eros,1900000.0,0.0,2012,english vinglish
Eros,1800000.0,0.0,2012,housefull 2
GK,11000.0,1700000.0,2012,tales of the night
IFC,138000.0,1500000.0,2012,beloved (2012)
Magn.,100000.0,1600000.0,2012,360
Magn.,633000.0,1000000.0,2012,2 days in new york
IFC,1600000.0,0.0,2012,your sister's sister
MBox,29900.0,1600000.0,2012,hermano
RTWC,21000.0,1600000.0,2012,lay the favorite
RAtt.,38900.0,1500000.0,2012,soldiers of fortune
EOne,1600000.0,0.0,2012,a late quartet
Magn.,146000.0,1400000.0,2012,i wish
Zeit.,317000.0,1200000.0,2012,the salt of life
SPC,254000.0,1200000.0,2012,chicken with plums
Magn.,1400000.0,0.0,2012,marley
MNE,693000.0,661000.0,2012,the paperboy
SD,1300000.0,0.0,2012,chasing ice
Strand,154000.0,1200000.0,2012,unforgivable
MNE,15400.0,1300000.0,2012,a little bit of heaven
Cohen,1300000.0,0.0,2012,the other son
NGE,778000.0,482000.0,2012,meerkats
Focus,1300000.0,0.0,2012,"for a good time, call..."
Magn.,1200000.0,0.0,2012,take this waltz
Eros,1200000.0,0.0,2012,cocktail (2012)
CGld,152000.0,1000000.0,2012,once upon a time in anatolia
UTV,1200000.0,0.0,2012,ek main aur ekk tu
MBox,1100000.0,0.0,2012,the deep blue sea
Wein.,757000.0,315000.0,2012,coriolanus
Gold.,1000000.0,0.0,2012,diana vreeland: the eye has to travel
IFC,1000000.0,0.0,2012,first position
SPC,1000000.0,0.0,2012,damsels in distress
MNE,973000.0,0.0,2012,rampart
KL,158000.0,754000.0,2012,elles
Wein.,583000.0,285000.0,2012,w.e.
KL,4600.0,803000.0,2012,breathing
SPC,794000.0,0.0,2012,darling companion
Eros,781000.0,0.0,2012,teri meri kahaani
Eros,772000.0,0.0,2012,son of sardaar
Eros,698000.0,0.0,2012,agent vinod
Eros,670000.0,0.0,2012,student of the year
WB,669000.0,0.0,2012,the polar express (2012 re-issue)
IM,641000.0,0.0,2012,holy motors
FM,53800.0,564000.0,2012,free men
IFC,591000.0,0.0,2012,"peace, love and misunderstanding"
Wein.,562000.0,0.0,2012,undefeated (2012)
AF,155000.0,400000.0,2012,sister (2012)
Eros,549000.0,0.0,2012,vicky donor
Focus,540000.0,0.0,2012,being flynn
IFC,534000.0,0.0,2012,ai weiwei: never sorry
SPC,532000.0,0.0,2012,where do we go now?
Wein.,279000.0,182000.0,2012,bully (2012)
Eros,434000.0,0.0,2012,ferrari ki sawaari
Magn.,400.0,426000.0,2012,apartment 143
FoxS,408000.0,0.0,2012,sound of my voice
Eros,379000.0,0.0,2012,khiladi 786
SPC,377000.0,0.0,2012,smashed
Magn.,5500.0,364000.0,2012,universal soldier: day of reckoning
ATO,366000.0,0.0,2012,the oranges
IFC,327000.0,0.0,2012,liberal arts
Magn.,319000.0,0.0,2012,compliance
CL,313000.0,0.0,2012,back to 1942
WHE,311000.0,0.0,2012,the flowers of war
IM,288000.0,0.0,2012,something from nothing: the art of rap
CL,256000.0,0.0,2012,love in the buff
FoxS,253000.0,0.0,2012,lola versus
MBox,246000.0,0.0,2012,keep the lights on
KL,243000.0,0.0,2012,gerhard richter painting
IFC,240000.0,0.0,2012,trishna
Zeit.,233000.0,0.0,2012,elena
Eros,230000.0,0.0,2012,tezz
CL,220000.0,0.0,2012,the viral factor
SPC,215000.0,0.0,2012,neil young journeys
Vari.,212000.0,0.0,2012,tai chi zero
Abr.,211000.0,0.0,2012,the house i live in
Anch.,203000.0,0.0,2012,10 years
Strand,15100.0,186000.0,2012,17 girls
Magn.,201000.0,0.0,2012,tim & eric's billion dollar movie
MBox,201000.0,0.0,2012,any day now
UTV,178000.0,0.0,2012,tere naal love ho gaya
Magn.,177000.0,0.0,2012,the hunter (2012)
RTWC,105000.0,70700.0,2012,butter
IFC,29100.0,143000.0,2012,kill list
IM,170000.0,0.0,2012,flying swords of dragon gate
UTV,169000.0,0.0,2012,joker
BM&DH,166000.0,0.0,2012,dark horse
Eros,156000.0,0.0,2012,shirin farhad ki toh nikal padi
Drft.,152000.0,0.0,2012,bullhead
Eros,152000.0,0.0,2012,chakravyuh
UTV,144000.0,0.0,2012,luv shuv tey chicken khurana
Anch.,139000.0,0.0,2012,high school
WGUSA,136000.0,0.0,2012,warriors of the rainbow: seediq bale
IFC,130000.0,0.0,2012,the loneliest planet
IFC,127000.0,0.0,2012,forgiveness of blood
Hann.,64900.0,61600.0,2012,toys in the attic
NYer,126000.0,0.0,2012,"turn me on, dammit!"
Magn.,123000.0,0.0,2012,god bless america
CL,118000.0,0.0,2012,bullet vanishes
ATO,114000.0,0.0,2012,the woman in the fifth
KL,110000.0,0.0,2012,5 broken cameras
Osci.,107000.0,0.0,2012,hello i must be going
Magn.,102000.0,0.0,2012,the magic of belle isle
Strand,101000.0,0.0,2012,"oslo, august 31st"
Osci.,101000.0,0.0,2012,wuthering heights (2012)
UTV,101000.0,0.0,2012,mugamoodi
Magn.,100000.0,0.0,2012,v/h/s
IFC,95000.0,0.0,2012,goodbye first love
MBox,86600.0,0.0,2012,marina abramovic: the artist is present
SEG,83600.0,0.0,2012,the eye of the storm
FRun,37700.0,41000.0,2012,wagner & me
Magn.,78400.0,0.0,2012,the innkeepers
PalT,77000.0,0.0,2012,this is not a film
Gold.,76400.0,0.0,2012,the island president
Trib.,72700.0,0.0,2012,detachment
Strand,24000.0,45900.0,2012,attenberg
Magn.,66400.0,0.0,2012,deadfall (2012)
CL,64400.0,0.0,2012,girlfriend boyfriend - gf bf
CL,59100.0,0.0,2012,vulgaria
CGld,56400.0,0.0,2012,the turin horse
Yash,52600.0,0.0,2012,jodi breakers
WGUSA,50400.0,0.0,2012,painted skin: the resurrection
CL,47900.0,0.0,2012,"all's well, end's well (2012)"
Strand,28300.0,16700.0,2012,north sea texas
CL,44800.0,0.0,2012,double trouble
KL,38400.0,0.0,2012,the fairy
Vari.,34000.0,0.0,2012,hit so hard
UTV,30900.0,0.0,2012,kalakalappu@masala cafe
RAtt.,30700.0,0.0,2012,the bay
ICir,29300.0,0.0,2012,you've been trumped
Strand,26700.0,0.0,2012,here (2012)
KL,25100.0,0.0,2012,in another country
Gold.,22800.0,0.0,2012,the first time
Strand,21300.0,0.0,2012,bonsai
Anch.,21000.0,0.0,2012,the day
Osci.,18900.0,0.0,2012,28 hotel rooms
Imag.,18500.0,0.0,2012,lovely molly
Outs,18000.0,0.0,2012,juan of the dead
IFC,17800.0,0.0,2012,4:44: last day on earth
MNE,17700.0,0.0,2012,little birds
Da.,16100.0,0.0,2012,return (2012)
KL,16100.0,0.0,2012,alps
CGld,15900.0,0.0,2012,patience (after sebald)
Mont.,15800.0,0.0,2012,take me home
Mont.,13600.0,0.0,2012,reuniting the rubins
Strand,3500.0,9500.0,2012,cirkus columbia
Gold.,12400.0,0.0,2012,grassroots
UTV,10100.0,0.0,2012,husbands in goa
CL,10000.0,0.0,2012,starry starry night
FM,8900.0,0.0,2012,corpo celeste
Strand,8400.0,0.0,2012,dreams of a life
MNE,7900.0,0.0,2012,the babymakers
OutF,6000.0,0.0,2012,las acacias
Magn.,5200.0,0.0,2012,the good doctor
BSM,5100.0,0.0,2012,liar's autobiography
Trib.,3400.0,0.0,2012,sleepless night
IFC,3000.0,0.0,2012,atm
IFC,3000.0,0.0,2012,about cherry
IFC,3000.0,0.0,2012,perfect sense
